HUGO_symbol	transcript	gene_coordinate	assigned_peak
HGS	NM_004712.4	chr17:79650961-79669151:+	chr17:79649059-79652805
ANKMY2	NM_020319.2	chr7:16639400-16685442:-	chr7:16683017-16689234
BZW2	NM_014038.2	chr7:16685758-16746148:+	chr7:16683017-16689234
IDH3B	NM_006899.4	chr20:2639035-2644869:-	chr20:2643704-2646199
MLEC	NM_001303628.1	chr12:121124926-121139667:+	chr12:121123644-121127916
DCAF12	NM_015397.3	chr9:34086380-34126771:-	chr9:34124100-34127486
ZNF764	NM_033410.3	chr16:30565084-30569642:-	chr16:30568340-30570478
RBL1	NM_001323282.1	chr20:35624751-35724618:-	chr20:35722405-35725226
GOT2	NM_002080.3	chr16:58741034-58768261:-	chr16:58766367-58768664
MED26	NM_004831.3	chr19:16685717-16739015:-	chr19:16737192-16740501
GABARAPL3	NR_028287.1	chr15:90889758-90892679:-	chr15:90894918-90896447
ZNF774	NM_001004309.2	chr15:90895476-90904715:+	chr15:90894918-90896447
CCDC167	NM_138493.2	chr6:37450695-37467700:-	chr6:37466630-37468165
PPP1R13L	NM_006663.3	chr19:45882891-45908312:-	chr19:45905306-45911312
CD3EAP	NM_012099.1	chr19:45909466-45914024:+	chr19:45905306-45911312
ZMYM6	NM_007167.3	chr1:35451765-35497569:-	chr1:35495280-35498649
PITPNB	NM_001284278.1	chr22:28247656-28315202:-	chr22:28313205-28316961
TTC28-AS1	NR_026962.1	chr22:28315363-28320951:+	chr22:28313205-28316961
MIR3199-1	NR_036169.1	chr22:28316512-28316600:-	chr22:28313205-28316961
MIR3199-2	NR_036170.1	chr22:28316513-28316599:+	chr22:28313205-28316961
OTULIN	NM_138348.5	chr5:14664753-14699959:+	chr5:14663463-14666877
SMG9	NM_019108.3	chr19:44232148-44259188:-	chr19:44256902-44260839
CTDNEP1	NM_001143775.1	chr17:7146905-7154995:-	chr17:7152549-7157378
ELP5	NM_203415.1	chr17:7155371-7163259:+	chr17:7152549-7157378
ANKRD24	NM_133475.1	chr19:4183350-4224811:+	chr19:4181182-4183751
SIRT6	NM_001321064.1	chr19:4174105-4182303:-	chr19:4181182-4183751
TGOLN2	NM_001206840.1	chr2:85545140-85555419:-	chr2:85551751-85556387
MIR3960	NR_039767.1	chr9:130548111-130548202:+	chr9:130546970-130550085
MIR2861	NR_036055.1	chr9:130548196-130548286:+	chr9:130546970-130550085
CDK9	NM_001261.3	chr9:130548304-130553052:+	chr9:130546970-130550085
SUV39H2	NR_034181.1	chr10:14920781-14946314:+	chr10:14918857-14922860
RAB2A	NM_001242644.1	chr8:61429468-61536203:+	chr8:61428143-61432686
EFHB	NM_001330688.1	chr3:19920963-19988517:-	chr3:19986892-19991953
RAB5A	NM_001292048.1	chr3:19988571-20026667:+	chr3:19986892-19991953
G2E3	NM_001308097.1	chr14:31028328-31089270:+	chr14:31027428-31030931
BUD13	NM_032725.3	chr11:116618885-116643714:-	chr11:116641693-116644803
DNPEP	NM_001319118.1	chr2:220236750-220252084:-	chr2:220251218-220253156
USP39	NM_001256726.1	chr2:85843214-85876407:+	chr2:85842586-85845061
ANKRD10	NR_104587.1	chr13:111530886-111567454:-	chr13:111563968-111568966
PTS	NM_000317.2	chr11:112097087-112104696:+	chr11:112096307-112098623
KDM5C	NM_004187.3	chrX:53220502-53254604:-	chrX:53252371-53255328
CCDC130	NM_001320569.1	chr19:13858676-13874112:+	chr19:13857949-13860170
NPHP1	NM_000272.3	chr2:110880912-110962639:-	chr2:110961748-110963202
HP1BP3	NM_016287.3	chr1:21069170-21113181:-	chr1:21110417-21115117
KIF18B	NM_001264573.1	chr17:43002078-43025079:-	chr17:43022520-43025894
NACC1	NM_052876.3	chr19:13229101-13251961:+	chr19:13225942-13230860
TRMT1	NM_017722.3	chr19:13215713-13227463:-	chr19:13225942-13230860
C10orf131	NM_001130446.2	chr10:97667721-97698415:+	chr10:97666290-97668232
ZNF562	NM_001130031.1	chr19:9759329-9785776:-	chr19:9783322-9786489
HNRNPA1L2	NM_001011725.1	chr13:53191604-53217919:+	chr13:53190527-53192871
PDCD6IP	NM_001256192.1	chr3:33840062-33868756:+	chr3:33839040-33842950
PGAM5	NM_138575.3	chr12:133287392-133295752:+	chr12:133286050-133289092
ABHD18	NM_001319306.1	chr4:128886410-128960866:+	chr4:128884588-128888688
MFSD8	NM_152778.2	chr4:128838959-128887139:-	chr4:128884588-128888688
PYGO2	NM_138300.3	chr1:154929501-154934258:-	chr1:154932765-154935467
LOC101928120	NM_001321726.1	chr1:154933946-154935101:+	chr1:154932765-154935467
KPNB1	NM_002265.5	chr17:45727203-45761004:+	chr17:45725398-45729515
CLASP2	NM_015097.2	chr3:33537736-33759705:-	chr3:33757516-33760819
LARS2	NM_015340.3	chr3:45430074-45590328:+	chr3:45429300-45431595
TMEM106C	NM_001143841.1	chr12:48357329-48362661:+	chr12:48356882-48358639
YRDC	NM_024640.3	chr1:38268613-38273865:-	chr1:38272191-38275300
C1orf122	NM_001142726.1	chr1:38273472-38275126:+	chr1:38272191-38275300
KIF22	NM_007317.2	chr16:29802033-29816706:+	chr16:29801024-29804418
SPOP	NM_001007226.1	chr17:47676245-47755525:-	chr17:47753586-47756038
COASY	NM_001042529.2	chr17:40714091-40718299:+	chr17:40713230-40716331
PTPRK	NM_001291981.1	chr6:128289923-128841819:-	chr6:128838064-128842822
AKAP8	NM_005858.3	chr19:15464331-15490612:-	chr19:15487559-15491994
SCAF8	NM_001286194.1	chr6:155054511-155155378:+	chr6:155053546-155056739
PI4KB	NM_001330721.1	chr1:151264272-151300191:-	chr1:151298166-151301260
SLC50A1	NM_001287592.1	chr1:155107819-155111334:+	chr1:155107065-155109935
PPOX	NM_000309.3	chr1:161136180-161141010:+	chr1:161135173-161137448
LCORL	NM_153686.8	chr4:17842821-18023498:-	chr4:18021286-18025025
ZNF776	NR_145328.1	chr19:58258163-58269527:+	chr19:58257883-58260013
BLMH	NM_000386.3	chr17:28575212-28619184:-	chr17:28617214-28619759
BTAF1	NM_003972.2	chr10:93683735-93790082:+	chr10:93682593-93685394
TFG	NM_001007565.2	chr3:100428133-100467811:+	chr3:100427428-100430326
TEX2	NM_018469.4	chr17:62224792-62340683:-	chr17:62338771-62341779
B3GNT2	NM_006577.5	chr2:62423261-62451866:+	chr2:62422047-62425829
CCNC	NM_005190.3	chr6:99990262-100016690:-	chr6:100014571-100017464
HSPBP1	NM_001297600.1	chr19:55773589-55791225:-	chr19:55790313-55792250
RB1CC1	NM_014781.4	chr8:53535017-53627026:-	chr8:53624139-53628981
ATE1	NM_001001976.2	chr10:123499935-123687578:-	chr10:123685580-123689254
ATE1-AS1	NR_120495.1	chr10:123687826-123711480:+	chr10:123685580-123689254
SDCCAG3	NM_001039707.1	chr9:139296373-139305054:-	chr9:139303237-139306637
PMPCA	NM_001282944.1	chr9:139305024-139318213:+	chr9:139303237-139306637
KTN1	NM_004986.3	chr14:56046924-56151302:+	chr14:56045190-56049132
KTN1-AS1	NR_027123.1	chr14:56042874-56046810:-	chr14:56045190-56049132
WAPL	NM_015045.3	chr10:88195012-88281541:-	chr10:88279090-88283209
PPARGC1B	NM_001172698.1	chr5:149109814-149234585:+	chr5:149109217-149112978
MIR378A	NR_029870.1	chr5:149112387-149112453:+	chr5:149109217-149112978
ETFBKMT	NM_173802.3	chr12:31812120-31822016:+	chr12:31811360-31813723
PITRM1	NM_001347729.1	chr10:3179918-3214908:-	chr10:3213465-3215056
TCP11L1	NM_018393.3	chr11:33060962-33095109:+	chr11:33060034-33062916
NEK2	NM_001204182.1	chr1:211831597-211848972:-	chr1:211847577-211849828
LINC00324	NR_026951.1	chr17:8123947-8127361:-	chr17:8122910-8127961
CACNB1	NM_000723.4	chr17:37329708-37353956:-	chr17:37355478-37359465
RPL19	NM_000981.3	chr17:37356535-37360980:+	chr17:37355478-37359465
RFC5	NM_001206801.2	chr12:118454465-118470044:+	chr12:118453911-118456083
L3MBTL2	NM_031488.4	chr22:41601312-41627275:+	chr22:41600564-41602446
OXA1L	NM_005015.3	chr14:23235730-23240998:+	chr14:23234414-23237528
C6orf226	NM_001008739.1	chr6:42858002-42858554:-	chr6:42857585-42859432
OS9	NM_001261423.1	chr12:58087737-58115340:+	chr12:58086952-58089033
ZCCHC4	NM_001318148.1	chr4:25314395-25354749:+	chr4:25313808-25315775
DDX10	NM_004398.3	chr11:108535751-108811657:+	chr11:108535072-108537337
SERF1A	NM_022968.1	chr5:70196489-70203944:+	chr5:70196002-70197921
SNORA5B	NR_002990.1	chr7:45145566-45145698:-	chr7:45147404-45152558
TBRG4	NM_004749.3	chr7:45139698-45151346:-	chr7:45147404-45152558
ANKRD36	NM_001164315.1	chr2:97779232-97930258:+	chr2:97778044-97781082
CYB5R1	NM_016243.2	chr1:202931000-202936404:-	chr1:202935246-202937588
PSMG1	NM_003720.3	chr21:40547371-40555440:-	chr21:40552867-40556856
EFCAB5	NM_001145053.1	chr17:28256873-28401643:+	chr17:28253915-28258562
SSH2	NM_033389.3	chr17:27952955-28257058:-	chr17:28253915-28258562
MZF1	NM_198055.1	chr19:59073283-59084942:-	chr19:59083262-59088125
CENPBD1P1	NR_026052.1	chr19:59086765-59095762:+	chr19:59083262-59088125
DDX39A	NM_005804.3	chr19:14519609-14530195:-	chr19:14527056-14531102
TMEM182	NM_001321346.1	chr2:103353364-103434138:+	chr2:103351634-103354348
MFSD9	NM_001322080.1	chr2:103331084-103353347:-	chr2:103351634-103354348
PRR14L	NM_173566.2	chr22:32077332-32146120:-	chr22:32143964-32146641
LPCAT3	NM_005768.5	chr12:7085346-7125842:-	chr12:7124291-7126934
SSB	NM_003142.4	chr2:170655321-170668574:+	chr2:170654789-170657328
UFL1	NM_015323.4	chr6:96969701-97003152:+	chr6:96968490-96971747
MPP6	NM_001303037.1	chr7:24612964-24733322:+	chr7:24611847-24615219
BOD1L1	NM_148894.2	chr4:13570365-13629328:-	chr4:13627341-13630485
MIR5091	NR_049814.1	chr4:13629488-13629581:+	chr4:13627341-13630485
DNAJA1	NM_001314039.1	chr9:33025200-33039905:+	chr9:33023574-33028390
NUP153	NM_001278209.1	chr6:17615265-17707065:-	chr6:17702335-17707907
LOC105374952	NR_134616.1	chr6:17706360-17707575:+	chr6:17702335-17707907
LRRC49	NM_017691.4	chr15:71184781-71342436:+	chr15:71182945-71186055
THAP10	NM_020147.3	chr15:71173680-71184772:-	chr15:71182945-71186055
ATXN7	NM_000333.3	chr3:63850232-63989138:+	chr3:63847982-63851546
THOC7	NM_001285404.1	chr3:63819545-63849462:-	chr3:63847982-63851546
THOC7-AS1	NR_104326.1	chr3:63846320-63847495:+	chr3:63847982-63851546
LINC01572	NR_126330.1	chr16:72317199-72698908:-	chr16:72697001-72700230
TSC22D2	NM_001303264.1	chr3:150126121-150177906:+	chr3:150124540-150134597
RRP8	NM_015324.3	chr11:6621143-6624880:-	chr11:6623246-6628186
ILK	NM_001278442.1	chr11:6624937-6632105:+	chr11:6623246-6628186
MRPL50	NM_019051.2	chr9:104152248-104160919:-	chr9:104159305-104162761
ZNF189	NM_001278232.1	chr9:104161135-104172942:+	chr9:104159305-104162761
PTPN12	NM_002835.3	chr7:77166772-77269388:+	chr7:77166387-77170687
IMP3	NM_018285.3	chr15:75931425-75932664:-	chr15:75929696-75933999
GMPS	NM_003875.2	chr3:155588324-155655521:+	chr3:155587474-155591532
RPA2	NM_001286076.1	chr1:28218034-28241308:-	chr1:28239808-28242025
TM9SF1	NM_006405.6	chr14:24658348-24664942:-	chr14:24663742-24666968
TOMM34	NM_006809.4	chr20:43570770-43589114:-	chr20:43587184-43589596
FAM208B	NM_017782.4	chr10:5726800-5805703:+	chr10:5725995-5728820
SRP72	NM_001267722.1	chr4:57333761-57369847:+	chr4:57331253-57336183
CCDC85C	NM_001144995.1	chr14:99977602-100070727:-	chr14:100070782-100072442
HHIPL1	NM_001329411.1	chr14:100070833-100136675:+	chr14:100070782-100072442
GTF2H2	NM_001515.3	chr5:70330950-70363497:-	chr5:70361933-70364208
SMARCA4	NM_003072.3	chr19:11071597-11172958:+	chr19:11070380-11071453
MTFR2	NM_001099286.2	chr6:136552167-136571473:-	chr6:136570018-136572860
PEAK1	NM_024776.3	chr15:77400497-77712446:-	chr15:77710263-77715290
HMG20A	NM_001304505.1	chr15:77712992-77777945:+	chr15:77710263-77715290
ACTR5	NM_024855.3	chr20:37377096-37401089:+	chr20:37376174-37378462
CAMLG	NM_001745.3	chr5:134074169-134087850:+	chr5:134072864-134076002
FDXACB1	NM_138378.2	chr11:111744779-111750181:-	chr11:111748474-111751213
C11orf1	NM_001330371.1	chr11:111749947-111754798:+	chr11:111748474-111751213
PIBF1	NM_006346.2	chr13:73356229-73590592:+	chr13:73354005-73358273
DIS3	NM_001322349.1	chr13:73329539-73356266:-	chr13:73354005-73358273
PARK7	NM_001123377.1	chr1:8021713-8045342:+	chr1:8020337-8023274
NOP9	NM_001286367.1	chr14:24769059-24778332:+	chr14:24767695-24770487
DHRS1	NM_138452.2	chr14:24759803-24768666:-	chr14:24767695-24770487
TRMT10B	NM_001286953.1	chr9:37753799-37778969:+	chr9:37753225-37754845
HMGCR	NM_001130996.1	chr5:74632992-74657926:+	chr5:74631791-74635821
RBBP8	NM_002894.2	chr18:20513294-20606449:+	chr18:20512408-20515794
MIR4741	NR_039895.1	chr18:20513311-20513401:+	chr18:20512408-20515794
MRPS21	NM_031901.5	chr1:150266261-150281414:+	chr1:150265536-150268081
LOC100287042	NR_036520.1	chr17:73267379-73269976:+	chr17:73265722-73268744
MIF4GD	NM_001242498.1	chr17:73262308-73267311:-	chr17:73265722-73268744
LOC101926889	NR_109994.1	chr20:25165307-25177528:-	chr20:25175647-25178531
ENTPD6	NM_001322382.1	chr20:25176305-25208711:+	chr20:25175647-25178531
INIP	NM_001329588.1	chr9:115446227-115480429:-	chr9:115478741-115481163
IPP	NM_001145349.1	chr1:46159995-46216485:-	chr1:46215311-46217223
CDKN2AIPNL	NM_080656.2	chr5:133737755-133747598:-	chr5:133746193-133748349
DCTN1	NR_033935.1	chr2:74588280-74619214:-	chr2:74617587-74619909
KDM5B	NM_001314042.1	chr1:202694312-202778598:-	chr1:202774767-202778130
PCAT6	NR_046326.1	chr1:202780073-202781041:+	chr1:202774767-202778130
SUPT3H	NM_181356.2	chr6:44794466-45345788:-	chr6:45343977-45347097
LOC100507412	NR_038958.1	chrUn_gl000220:97128-126696:+	chrUn_gl000220:92608-98702
CYSTM1	NM_032412.3	chr5:139554652-139623374:+	chr5:139554049-139557613
YAP1	NM_006106.4	chr11:101981191-102104154:+	chr11:101980094-101984629
TRAK2	NM_015049.2	chr2:202241929-202316319:-	chr2:202314948-202318202
STRADB	NM_018571.5	chr2:202316391-202345574:+	chr2:202314948-202318202
MYBBP1A	NM_014520.3	chr17:4442190-4458681:-	chr17:4456723-4459569
FNTA	NR_033698.1	chr8:42911441-42940931:+	chr8:42910147-42913676
ARL5A	NM_012097.3	chr2:152657479-152685009:-	chr2:152682885-152685689
RRP1B	NM_015056.2	chr21:45079431-45115960:+	chr21:45078675-45081040
HSF2BP	NM_007031.1	chr21:44949071-45079374:-	chr21:45078675-45081040
UBN2	NM_173569.3	chr7:138916230-138992982:+	chr7:138914732-138918345
RTF1	NM_015138.4	chr15:41709301-41775761:+	chr15:41707648-41711241
ZNF419	NM_001098496.1	chr19:57999078-58006048:+	chr19:57998557-58000509
ALG10	NM_032834.3	chr12:34175215-34181237:+	chr12:34174462-34176758
TCEA1	NR_109901.1	chr8:54879113-54935016:-	chr8:54932393-54936516
C8orf76	NM_032847.2	chr8:124232195-124253638:-	chr8:124252048-124254820
BPHL	NR_026649.2	chr6:3118609-3153432:+	chr6:3117740-3120033
LSM14B	NM_144703.2	chr20:60697516-60710434:+	chr20:60695900-60697208
ARL2	NM_001199745.1	chr11:64781584-64789657:+	chr11:64780752-64782989
ARL2-SNX15	NR_037650.1	chr11:64781584-64808044:+	chr11:64780752-64782989
USP36	NM_001321291.1	chr17:76791733-76836609:-	chr17:76834473-76838182
SELENOK	NM_021237.4	chr3:53919002-53926042:-	chr3:53924038-53927062
MRPL39	NM_080794.3	chr21:26957967-26979801:-	chr21:26978524-26981163
LIN9	NM_173083.3	chr1:226418849-226497204:-	chr1:226495402-226498146
PDSS1	NM_014317.4	chr10:26986352-27035727:+	chr10:26985557-26988522
ANAPC15	NM_001330321.1	chr11:71817421-71823826:-	chr11:71822571-71824478
BBS7	NM_176824.2	chr4:122745483-122791652:-	chr4:122790176-122792332
LOC105274304	NR_130916.1	chr17:74668009-74669740:+	chr17:74667911-74669296
RNFT2	NM_032814.3	chr12:117176095-117291436:+	chr12:117173825-117176974
C12orf49	NM_024738.2	chr12:117151124-117175875:-	chr12:117173825-117176974
VMP1	NM_001329402.1	chr17:57784825-57919616:+	chr17:57781918-57788535
PTRH2	NM_001015509.2	chr17:57774666-57784959:-	chr17:57781918-57788535
SPATS2	NM_023071.3	chr12:49760687-49921207:+	chr12:49759447-49763829
PDCD2	NM_001199462.1	chr6:170884659-170893742:-	chr6:170892193-170894907
KLHL24	NM_017644.3	chr3:183353410-183402307:+	chr3:183352753-183356072
ALG6	NM_013339.3	chr1:63833260-63904233:+	chr1:63832481-63834464
EXOC8	NM_175876.4	chr1:231468476-231473618:-	chr1:231468733-231476567
SPRTN	NM_001261462.2	chr1:231473681-231490775:+	chr1:231468733-231476567
UBE2Q2P1	NR_003661.2	chr15:85070426-85114026:-	chr15:85112464-85114688
LINC00933	NR_038274.1	chr15:85113879-85123412:+	chr15:85112464-85114688
BCCIP	NM_016567.3	chr10:127512103-127542264:+	chr10:127510613-127514917
UROS	NR_136677.1	chr10:127473548-127511837:-	chr10:127510613-127514917
MIR4484	NR_039704.1	chr10:127508308-127508391:+	chr10:127510613-127514917
SNX14	NM_153816.5	chr6:86215213-86303874:-	chr6:86301103-86305092
IRAK4	NM_001145258.1	chr12:44152746-44183346:+	chr12:44151336-44154615
PUS7L	NM_001098615.1	chr12:44122409-44152561:-	chr12:44151336-44154615
HEATR5A	NM_015473.3	chr14:31760993-31889788:-	chr14:31888164-31890827
LOC101927124	NR_110045.1	chr14:31889963-31922089:+	chr14:31888164-31890827
TMEM50B	NR_040016.1	chr21:34804792-34852316:-	chr21:34850467-34853478
PDSS2	NM_020381.3	chr6:107473760-107780779:-	chr6:107779019-107782214
CLDND1	NM_001040199.1	chr3:98234316-98241910:-	chr3:98239488-98242333
E2F3	NM_001949.4	chr6:20402136-20493945:+	chr6:20400619-20401889
ATRN	NM_001207047.2	chr20:3451664-3596691:+	chr20:3450842-3453533
PLK1	NM_005030.5	chr16:23690092-23701688:+	chr16:23689540-23692337
SLC35E3	NM_018656.2	chr12:69139935-69159853:+	chr12:69139232-69142107
MIIP	NM_021933.3	chr1:12079298-12092106:+	chr1:12078619-12080731
IQGAP3	NM_178229.4	chr1:156495196-156542396:-	chr1:156540615-156542861
LINC01003	NR_027387.1	chr7:152161208-152162630:+	chr7:152161018-152162969
LOC100379224	NR_033341.1	chr19:44609491-44617336:-	chr19:44615603-44618813
ZNF225	NM_013362.3	chr19:44617514-44638969:+	chr19:44615603-44618813
IQGAP1	NM_003870.3	chr15:90931472-91045475:+	chr15:90931407-90933810
ADAM17	NM_003183.5	chr2:9628614-9695949:-	chr2:9692986-9697827
SNX4	NM_003794.3	chr3:125165487-125239058:-	chr3:125237777-125239945
CCDC82	NM_001318736.1	chr11:96085928-96123083:-	chr11:96120646-96124868
JRKL	NM_001261833.1	chr11:96123157-96126727:+	chr11:96120646-96124868
ADPRHL2	NM_017825.2	chr1:36554452-36559533:+	chr1:36553832-36556104
GDI2	NM_001494.3	chr10:5807185-5855512:-	chr10:5852781-5856789
PPP3R1	NM_000945.3	chr2:68405988-68479651:-	chr2:68475985-68481670
WDR35	NM_001006657.1	chr2:20110023-20189884:-	chr2:20188211-20190807
LOC101928222	NR_110235.1	chr2:20189964-20204567:+	chr2:20188211-20190807
CKAP5	NM_001008938.3	chr11:46765083-46867859:-	chr11:46865729-46868712
LRP4-AS1	NR_038909.1	chr11:46867961-46895967:+	chr11:46865729-46868712
OST4	NM_001134693.1	chr2:27293339-27294567:-	chr2:27292649-27295652
DLD	NM_001289750.1	chr7:107531551-107561643:+	chr7:107530810-107533810
MRPL10	NR_037575.1	chr17:45900637-45908907:-	chr17:45907193-45909675
LRRC46	NM_033413.3	chr17:45908992-45915079:+	chr17:45907193-45909675
MAN2C1	NM_001256494.1	chr15:75648132-75660968:-	chr15:75659751-75662290
ESPL1	NM_012291.4	chr12:53662082-53687427:+	chr12:53661231-53663521
CPSF3	NM_001321835.1	chr2:9563665-9613239:+	chr2:9560451-9565187
ITGB1BP1	NR_134951.1	chr2:9545809-9562789:-	chr2:9560451-9565187
ATP6V0E1	NM_003945.3	chr5:172410762-172461900:+	chr5:172410063-172413530
STAG2	NM_001042749.2	chrX:123094409-123236506:+	chrX:123092714-123098846
LOC101928402	NR_130770.1	chrX:123093082-123095191:-	chrX:123092714-123098846
CARS	NR_036542.1	chr11:3022151-3078681:-	chr11:3076479-3079442
SNX29	NM_032167.4	chr16:12070590-12668146:+	chr16:12069296-12072095
CFAP43	NM_025145.6	chr10:105889645-105992135:-	chr10:105990973-105992928
SNF8	NM_001317194.1	chr17:47007457-47022204:-	chr17:47019860-47023033
GPN3	NM_001164373.1	chr12:110890290-110906089:-	chr12:110904499-110908682
FAM216A	NM_013300.2	chr12:110906231-110928192:+	chr12:110904499-110908682
PBRM1	NM_018313.4	chr3:52579367-52719866:-	chr3:52718369-52722297
GNL3	NM_206826.1	chr3:52719935-52728513:+	chr3:52718369-52722297
SNORD136	NR_132757.1	chr3:52722902-52723049:+	chr3:52718369-52722297
SNORD19	NR_003047.1	chr3:52723255-52723331:+	chr3:52718369-52722297
SNORD19B	NR_003687.1	chr3:52724753-52724846:+	chr3:52718369-52722297
CLCN2	NM_004366.5	chr3:184063972-184079439:-	chr3:184077493-184082997
POLR2H	NM_001278700.1	chr3:184079501-184086383:+	chr3:184077493-184082997
ZNF417	NM_152475.2	chr19:58417141-58427978:-	chr19:58426540-58428868
EXOSC10	NM_001001998.2	chr1:11126669-11159967:-	chr1:11158041-11160573
LOC105376736	NR_135062.1	chr1:11159731-11162162:+	chr1:11158041-11160573
LSM4	NM_012321.4	chr19:18417039-18434001:-	chr19:18432037-18433956
RPS10-NUDT3	NM_001202470.2	chr6:34254970-34393902:-	chr6:34390914-34394555
RPS10	NM_001203245.2	chr6:34385230-34393818:-	chr6:34390914-34394555
CMC1	NM_001331190.1	chr3:28283123-28361264:+	chr3:28282126-28284614
CLDN6	NM_021195.4	chr16:3064712-3068188:-	chr16:3069673-3075238
TNFRSF12A	NM_016639.2	chr16:3070312-3072384:+	chr16:3069673-3075238
HCFC1R1	NM_017885.3	chr16:3072620-3074287:-	chr16:3069673-3075238
THOC6	NM_001347703.1	chr16:3074019-3077756:+	chr16:3069673-3075238
LRRC40	NM_017768.4	chr1:70610484-70671361:-	chr1:70669065-70673775
SRSF11	NM_001190987.1	chr1:70671364-70717703:+	chr1:70669065-70673775
LOC102724238	NR_126048.1	chr9:46686628-46688171:-	chr9:46686633-46689474
FGF7P6	NR_003674.2	chr9:46687556-46746820:+	chr9:46686633-46689474
ADI1	NM_001306077.1	chr2:3501689-3521518:-	chr2:3521632-3524437
CUEDC2	NM_024040.2	chr10:104183001-104192423:-	chr10:104191239-104193211
EXOC3-AS1	NR_126522.1	chr5:441949-443275:-	chr5:442109-445142
EXOC3	NM_007277.4	chr5:443333-467411:+	chr5:442109-445142
DNAH7	NM_018897.2	chr2:196602426-196933536:-	chr2:196932473-196934188
NSUN4	NR_045791.1	chr1:46805848-46830824:+	chr1:46804565-46807934
PRMT9	NM_138364.3	chr4:148558935-148605381:-	chr4:148603617-148606476
POLRMT	NM_005035.3	chr19:617222-633568:-	chr19:631982-634744
LAP3	NM_015907.2	chr4:17578926-17609590:+	chr4:17577925-17580957
ELK4	NM_001973.3	chr1:205577070-205602000:-	chr1:205598683-205602214
C2CD5	NM_001286174.1	chr12:22601479-22697480:-	chr12:22695889-22698313
RAD54L	NM_001142548.1	chr1:46713366-46744145:+	chr1:46712241-46713103
RNA18S5	NR_003286.2	chrUn_gl000220:109077-110946:+	chrUn_gl000220:109139-110936
