HUGO_symbol	transcript	gene_coordinate	assigned_peak
CCNK	NM_001099402.1	chr14:99947738-99977852:+	chr14:99942972-99949591
KLC1	NM_005552.4	chr14:104095524-104152568:+	chr14:104089707-104097694
SLC41A1	NM_173854.5	chr1:205758220-205782324:-	chr1:205780804-205783423
SPTBN1	NM_178313.2	chr2:54785530-54889445:+	chr2:54779796-54821570
HSPB1	NM_001540.3	chr7:75931874-75933614:+	chr7:75918500-75941328
WDR24	NM_032259.3	chr16:734621-740424:-	chr16:739556-741934
FAM104B	NM_001166703.1	chrX:55171677-55187535:-	chrX:55185489-55188870
TMEM127	NM_017849.3	chr2:96915945-96931751:-	chr2:96930287-96935064
CIAO1	NM_004804.2	chr2:96931883-96939917:+	chr2:96930287-96935064
UTP6	NM_018428.2	chr17:30190189-30228729:-	chr17:30227322-30230504
SNHG4	NR_003141.3	chr5:138609440-138615317:+	chr5:138603248-138615078
SNORA74A	NR_002915.1	chr5:138614468-138614668:+	chr5:138603248-138615078
LOC440434	NR_036750.2	chr17:36351795-36413256:-	chr17:36409045-36414989
STX16-NPEPL1	NR_037945.1	chr20:57226308-57290900:+	chr20:57224683-57238632
STX16	NR_037942.1	chr20:57226308-57254582:+	chr20:57224683-57238632
DLEU2	NR_002612.1	chr13:50556687-50699677:-	chr13:50695746-50705704
CCDC151	NM_145045.4	chr19:11531271-11545980:-	chr19:11544604-11548182
PRKCSH	NM_001001329.2	chr19:11546077-11561783:+	chr19:11544604-11548182
MAIP1	NM_024520.2	chr2:200820039-200828848:+	chr2:200814675-200822028
TYW5	NM_001039693.2	chr2:200793633-200820459:-	chr2:200814675-200822028
MIR641	NR_030371.1	chr19:40788449-40788548:-	chr19:40784713-40793161
AKT2	NM_001626.5	chr19:40736223-40791302:-	chr19:40784713-40793161
GPT2	NM_133443.3	chr16:46918291-46965209:+	chr16:46916115-46920527
ARRDC3	NR_138071.1	chr5:90664448-90676114:-	chr5:90661255-90680888
ARRDC3-AS1	NR_027435.1	chr5:90676163-90716532:+	chr5:90661255-90680888
NMRAL2P	NR_033752.2	chr3:185677757-185698666:+	chr3:185676194-185680682
ABHD12	NM_015600.4	chr20:25275378-25371618:-	chr20:25369488-25372974
PRC1	NM_003981.3	chr15:91509267-91537881:-	chr15:91528910-91539337
JOSD1	NM_014876.5	chr22:39081547-39096459:-	chr22:39088643-39104257
GTPBP1	NM_004286.4	chr22:39101806-39129592:+	chr22:39088643-39104257
HBS1L	NM_006620.3	chr6:135281515-135376036:-	chr6:135372039-135378214
GRHPR	NM_012203.1	chr9:37422706-37436986:+	chr9:37421089-37425653
MAN1B1-AS1	NR_027447.1	chr9:139979397-139981269:-	chr9:139975955-139983029
MAN1B1	NR_045720.1	chr9:139981378-140003639:+	chr9:139975955-139983029
STPG2	NM_174952.2	chr4:98480024-99064391:-	chr4:99063330-99066471
CUL4B	NM_001079872.1	chrX:119658443-119694817:-	chrX:119691270-119700665
MELTF	NM_033316.3	chr3:196745823-196756686:-	chr3:196753557-196759823
JAK1	NM_001321853.1	chr1:65298905-65533429:-	chr1:65530136-65535315
NFYC	NM_001142589.1	chr1:41157241-41237275:+	chr1:41155976-41166914
NFYC-AS1	NR_024567.1	chr1:41154751-41157933:-	chr1:41155976-41166914
CECR5	NM_033070.2	chr22:17618409-17640169:-	chr22:17638230-17641459
CECR5-AS1	NR_024482.1	chr22:17640278-17646335:+	chr22:17638230-17641459
UBR7	NR_038150.1	chr14:93673400-93695561:+	chr14:93671338-93675885
GON7	NM_032490.4	chr14:93669236-93673459:-	chr14:93671338-93675885
SPRYD3	NM_032840.2	chr12:53458099-53473204:-	chr12:53471764-53474955
CD109	NM_001159588.2	chr6:74405807-74538041:+	chr6:74403405-74408679
LOC101928489	NR_110889.1	chr6:74403625-74405854:-	chr6:74403405-74408679
RRS1-AS1	NR_040434.1	chr8:67331821-67341212:-	chr8:67339983-67345746
RRS1	NM_015169.3	chr8:67341262-67342968:+	chr8:67339983-67345746
ADHFE1	NM_144650.2	chr8:67344717-67381044:+	chr8:67339983-67345746
SLC11A2	NM_001174129.1	chr12:51379774-51419924:-	chr12:51410643-51423831
BMPR1A	NM_004329.2	chr10:88516395-88684945:+	chr10:88511410-88520476
ZNF35	NM_003420.3	chr3:44690232-44702283:+	chr3:44689703-44691168
LMF2	NM_033200.2	chr22:50941375-50946135:-	chr22:50944507-50949446
NCAPH2	NM_014551.4	chr22:50946644-50958191:+	chr22:50944507-50949446
MIGA1	NM_198549.3	chr1:78245308-78345225:+	chr1:78244364-78246328
PRKRIP1	NM_024653.3	chr7:102036803-102067129:+	chr7:102031431-102038391
SGTA	NM_003021.3	chr19:2754711-2783354:-	chr19:2780039-2788760
THOP1	NM_003249.4	chr19:2785457-2813602:+	chr19:2780039-2788760
KLF3	NM_016531.5	chr4:38665789-38703129:+	chr4:38662949-38681037
KLF3-AS1	NR_026804.1	chr4:38614321-38666249:-	chr4:38662949-38681037
DPH3	NM_206831.2	chr3:16298567-16306496:-	chr3:16303452-16310243
OXNAD1	NM_138381.3	chr3:16306666-16347594:+	chr3:16303452-16310243
THUMPD3-AS1	NR_132781.1	chr3:9426947-9438307:-	chr3:9424450-9449931
SETD5	NM_001080517.2	chr3:9439383-9519838:+	chr3:9424450-9449931
PARP9	NM_001146102.1	chr3:122246756-122283147:-	chr3:122279812-122285932
DTX3L	NM_138287.3	chr3:122283184-122294050:+	chr3:122279812-122285932
METTL26	NR_109978.1	chr16:684426-686366:-	chr16:684946-688481
TERF2	NM_005652.4	chr16:69389463-69419891:-	chr16:69417867-69421093
CWF19L2	NM_152434.2	chr11:107197070-107328572:-	chr11:107326827-107329416
SCML1	NM_001037536.2	chrX:17755568-17773108:+	chrX:17753344-17758063
CKAP5	NM_001008938.3	chr11:46765083-46867859:-	chr11:46865661-46868579
LRP4-AS1	NR_038909.1	chr11:46867961-46895967:+	chr11:46865661-46868579
IMPDH2	NM_000884.2	chr3:49061757-49066875:-	chr3:49064047-49068070
TMEM135	NR_033149.1	chr11:86748885-87039876:+	chr11:86746318-86750832
ATAD1	NM_032810.3	chr10:89511268-89577988:-	chr10:89573674-89580597
CFL1P1	NR_028492.1	chr10:89578069-89605369:+	chr10:89573674-89580597
TMEM184C	NM_018241.2	chr4:148538538-148556674:+	chr4:148537886-148540208
MKS1	NM_017777.3	chr17:56282796-56296666:-	chr17:56295029-56298194
POU2F1	NM_001198786.1	chr1:167190065-167396582:+	chr1:167187120-167200368
ERMAP	NM_001017922.1	chr1:43282775-43310660:+	chr1:43281550-43285743
SVBP	NM_199342.3	chr1:43272722-43283059:-	chr1:43281550-43285743
LRRC1	NM_018214.4	chr6:53659777-53788919:+	chr6:53656297-53662654
LOC101926911	NR_110104.1	chr15:91565851-91574369:+	chr15:91564421-91567405
VPS33B	NM_018668.4	chr15:91541645-91565851:-	chr15:91564421-91567405
C1orf56	NM_017860.4	chr1:151020215-151023272:+	chr1:151019269-151021970
ZNF253	NM_001331134.1	chr19:19976638-20004293:+	chr19:19975962-19978573
TBL2	NM_012453.2	chr7:72983273-72993013:-	chr7:72988733-72994146
PPIB	NM_000942.4	chr15:64448013-64455354:-	chr15:64452198-64457660
PUS1	NM_001002020.2	chr12:132413744-132428406:+	chr12:132412122-132415845
MIR7976	NR_107016.1	chr3:127305953-127306019:-	chr3:127305790-127312477
TPRA1	NM_001136053.2	chr3:127291906-127309602:-	chr3:127305790-127312477
TULP3	NM_001160408.1	chr12:3000032-3050306:+	chr12:2998937-3005878
OCEL1	NM_024578.2	chr19:17337012-17340028:+	chr19:17335747-17339043
ORC2	NR_033915.1	chr2:201774893-201828424:-	chr2:201826623-201834698
OSBPL11	NM_022776.4	chr3:125247701-125314381:-	chr3:125307355-125316861
MKRN2	NM_001271707.1	chr3:12598512-12625212:+	chr3:12595055-12601050
POM121C	NM_001099415.2	chr7:75046059-75115565:-	chr7:75113363-75118089
CFAP70	NM_145170.3	chr10:75013515-75118617:-	chr10:75117769-75119244
ZNF506	NM_001099269.2	chr19:19903519-19932560:-	chr19:19931506-19933499
TRAPPC9	NM_001160372.3	chr8:140739967-141467861:-	chr8:141465923-141471408
SPOUT1	NM_016390.3	chr9:131581929-131592100:-	chr9:131590836-131592761
DHX34	NM_014681.5	chr19:47852537-47885961:+	chr19:47851166-47854192
SELENOT	NM_016275.3	chr3:150321065-150348234:+	chr3:150313667-150324810
JTB	NM_006694.3	chr1:153946744-153950451:-	chr1:153948097-153952064
PSMC6	NM_002806.3	chr14:53173895-53194716:+	chr14:53166027-53175707
DCAF5	NM_001284207.1	chr14:69517636-69619316:-	chr14:69616824-69620964
LINC01962	NR_108031.1	chr5:180618045-180618908:-	chr5:180613690-180622240
RPAP1	NM_015540.3	chr15:41809373-41836475:-	chr15:41834565-41837148
SLC7A5	NM_003486.6	chr16:87863621-87903105:-	chr16:87879227-87911156
NCOA5	NM_001348149.1	chr20:44689623-44718580:-	chr20:44715136-44719632
ABI2	NM_001282932.1	chr2:204192961-204296896:+	chr2:204190262-204195506
AGO2	NM_012154.3	chr8:141541263-141645646:-	chr8:141643492-141648304
ZNF267	NM_003414.5	chr16:31885078-31928629:+	chr16:31884339-31893358
GNPDA2	NM_138335.2	chr4:44703811-44728651:-	chr4:44727066-44729349
ZNF341	NM_001282935.1	chr20:32319565-32380075:+	chr20:32318910-32323595
MBNL2	NM_001306070.1	chr13:97874542-98046374:+	chr13:97871300-97884801
GCLC	NM_001498.3	chr6:53362138-53409927:-	chr6:53407591-53414667
KCMF1	NM_020122.4	chr2:85198230-85286595:+	chr2:85178864-85204614
SLC2A1-AS1	NR_033967.1	chr1:43424719-43449029:+	chr1:43387011-43440056
SLC2A1	NM_006516.2	chr1:43391045-43424847:-	chr1:43387011-43440056
SLC25A14	NR_104107.1	chrX:129473861-129507335:+	chrX:129472855-129474712
LYAR	NM_001145725.1	chr4:4269427-4291748:-	chr4:4290397-4293366
ZBTB49	NM_001330625.1	chr4:4291923-4323513:+	chr4:4290397-4293366
UBE2V1	NM_001282576.1	chr20:48697660-48729735:-	chr20:48717819-48733780
MIR4521	NR_039746.1	chr17:8090262-8090322:+	chr17:8088305-8097886
BORCS6	NM_017622.2	chr17:8091650-8093564:-	chr17:8088305-8097886
ZNF33A	NM_001278170.1	chr10:38299577-38348995:+	chr10:38296157-38302229
AP3D1	NM_001261826.1	chr19:2100986-2151556:-	chr19:2149129-2156134
RHOA	NM_001313941.1	chr3:49396568-49449530:-	chr3:49445896-49452678
TCTA	NM_022171.2	chr3:49449638-49453909:+	chr3:49445896-49452678
WDR70	NM_001345999.1	chr5:37379361-37752774:+	chr5:37378523-37380160
MPPE1	NR_040243.1	chr18:11883469-11908796:-	chr18:11907112-11911326
PTTG1IP	NM_004339.3	chr21:46269499-46293818:-	chr21:46281366-46305028
LRRIQ3	NM_001105659.1	chr1:74491698-74663871:-	chr1:74662674-74665948
FPGT-TNNI3K	NM_001199327.1	chr1:74663895-74930609:+	chr1:74662674-74665948
FPGT	NM_001199329.2	chr1:74663895-74674386:+	chr1:74662674-74665948
ABHD14B	NM_032750.2	chr3:52002525-52008646:-	chr3:52006937-52010916
ABHD14A	NM_015407.4	chr3:52009041-52015216:+	chr3:52006937-52010916
ABHD14A-ACY1	NM_001316331.1	chr3:52009041-52023218:+	chr3:52006937-52010916
FOXD2-AS1	NR_026878.1	chr1:47897804-47900313:-	chr1:47901606-47904516
FOXD2	NM_004474.3	chr1:47901688-47906363:+	chr1:47901606-47904516
LINC01389	NR_126355.1	chr1:47846467-47902989:-	chr1:47901606-47904516
MRPS24	NM_032014.2	chr7:43906156-43909145:-	chr7:43906825-43915257
ZNHIT6	NM_017953.3	chr1:86115105-86174116:-	chr1:86170715-86176424
CACFD1	NM_001135775.2	chr9:136325086-136335909:+	chr9:136324075-136326980
TAF5L	NM_014409.3	chr1:229728857-229761794:-	chr1:229760036-229763530
URB2	NM_014777.3	chr1:229761962-229795947:+	chr1:229760036-229763530
RNF38	NM_022781.4	chr9:36336396-36400296:-	chr9:36396453-36402640
PRKD2	NM_001079882.1	chr19:47177572-47217577:-	chr19:47216441-47223533
LOC286059	NR_038873.1	chr8:22925741-22941132:+	chr8:22919532-22933971
TNFRSF10B	NM_003842.4	chr8:22877645-22926700:-	chr8:22919532-22933971
FSD2	NM_001281805.1	chr15:83424116-83474822:-	chr15:83475755-83481598
WHAMM	NM_001080435.2	chr15:83478379-83503613:+	chr15:83475755-83481598
S100A1	NM_006271.1	chr1:153600872-153604513:+	chr1:153598442-153604337
UBE3C	NM_014671.2	chr7:156931654-157062066:+	chr7:156928709-156933903
ANXA2R	NM_001014279.2	chr5:43039181-43040447:-	chr5:43032536-43048472
LOC153684	NR_015447.1	chr5:43042235-43045370:+	chr5:43032536-43048472
PSMA3	NR_038123.1	chr14:58711522-58738727:+	chr14:58704872-58717180
METTL8	NM_001321156.1	chr2:172172255-172290619:-	chr2:172287173-172294069
DCAF17	NR_028482.1	chr2:172290760-172341562:+	chr2:172287173-172294069
SGMS2	NM_001136258.1	chr4:108745720-108836203:+	chr4:108744062-108750344
DNAJA1	NM_001314039.1	chr9:33025200-33039905:+	chr9:33021622-33030556
NAGLU	NM_000263.3	chr17:40687950-40696467:+	chr17:40686303-40690088
CCAT1	NR_108049.1	chr8:128219626-128231513:-	chr8:128216374-128247072
MIR4716	NR_039866.1	chr15:49461266-49461350:-	chr15:49460686-49466364
GALK2	NM_001289031.1	chr15:49462212-49622002:+	chr15:49460686-49466364
C19orf25	NM_152482.2	chr19:1473199-1479228:-	chr19:1477397-1481046
NAPB	NM_001283018.1	chr20:23355155-23402156:-	chr20:23399493-23402671
C14orf28	NM_001017923.1	chr14:45366506-45376460:+	chr14:45364004-45367742
SNX4	NM_003794.3	chr3:125165487-125239058:-	chr3:125237847-125240443
SLC35F2	NM_017515.4	chr11:107661716-107729914:-	chr11:107726633-107731118
ANKMY1	NM_001282771.1	chr2:241418838-241497438:-	chr2:241498640-241510652
DUSP28	NM_001033575.1	chr2:241499470-241503431:+	chr2:241498640-241510652
RNPEPL1	NM_018226.4	chr2:241508003-241518149:+	chr2:241498640-241510652
AHNAK	NM_001346446.1	chr11:62283373-62313159:-	chr11:62304056-62336879
MIR6747	NR_106805.1	chr11:62334482-62334543:-	chr11:62304056-62336879
GPS2	NM_004489.4	chr17:7215977-7218658:-	chr17:7216679-7220060
CTNNBL1	NM_030877.4	chr20:36322356-36500531:+	chr20:36321652-36323449
CEP97	NM_001303401.1	chr3:101443436-101489406:+	chr3:101442570-101446441
CDC25B	NM_001287519.1	chr20:3776385-3786768:+	chr20:3775143-3783934
DNAJC8	NM_014280.2	chr1:28526788-28559542:-	chr1:28556130-28560400
ATPIF1	NM_016311.4	chr1:28562601-28564616:+	chr1:28556130-28560400
PLSCR1	NM_021105.2	chr3:146232966-146262628:-	chr3:146256600-146264852
KIAA0368	NM_001080398.1	chr9:114122972-114247025:-	chr9:114242849-114247749
GSG2	NM_031965.2	chr17:3627196-3629993:+	chr17:3622160-3628724
CLASRP	NM_001278439.1	chr19:45542297-45574214:+	chr19:45541302-45545756
DUS1L	NM_022156.4	chr17:80015747-80023697:-	chr17:80021925-80024676
NOL3	NM_001276309.1	chr16:67204399-67209640:+	chr16:67202525-67209743
ESYT1	NM_015292.2	chr12:56521985-56538460:+	chr12:56517566-56524889
GLIS3	NM_001042413.1	chr9:3824127-4300035:-	chr9:4287415-4304311
SMG1P1	NR_027154.1	chr16:22448328-22503541:+	chr16:22446966-22453432
RRN3P3	NR_027460.1	chr16:22430866-22449036:-	chr16:22446966-22453432
MKL1	NM_001282662.1	chr22:40806284-41032723:-	chr22:41030347-41034931
TMEM263	NM_001319661.1	chr12:107349499-107367815:+	chr12:107346999-107353351
GRK6	NM_001004105.2	chr5:176853686-176868354:+	chr5:176850771-176860094
KLF10	NM_001032282.3	chr8:103661004-103666192:-	chr8:103657859-103671346
ZKSCAN3	NM_001242895.1	chr6:28317690-28336954:+	chr6:28317115-28325927
ZSCAN26	NM_001287422.1	chr6:28234787-28246001:+	chr6:28233652-28238704
TBL1XR1	NM_001321193.1	chr3:176737142-176914272:-	chr3:176908101-176925778
G2E3	NM_001308097.1	chr14:31028328-31089270:+	chr14:31026958-31032357
FAM156B	NM_001321183.1	chrX:52925966-52937587:+	chrX:52923556-52930601
HCG11	NR_026790.1	chr6:26521933-26527621:+	chr6:26519342-26525760
SSR3	NM_001308205.1	chr3:156257341-156271914:-	chr3:156263819-156274185
AIFM2	NM_001198696.1	chr10:71872022-71892690:-	chr10:71889271-71894016
NSL1	NM_001042549.1	chr1:212899494-212965139:-	chr1:212962554-212969322
TATDN3	NM_001146170.1	chr1:212965169-212990167:+	chr1:212962554-212969322
CBARP	NM_152769.2	chr19:1229946-1237990:-	chr19:1236472-1278050
ATP5D	NM_001001975.1	chr19:1241748-1244824:+	chr19:1236472-1278050
MIDN	NM_177401.4	chr19:1248551-1259142:+	chr19:1236472-1278050
CIRBP	NM_001300829.1	chr19:1269264-1273171:+	chr19:1236472-1278050
CIRBP-AS1	NR_027271.1	chr19:1267469-1270259:-	chr19:1236472-1278050
C19orf24	NM_017914.3	chr19:1275519-1279243:+	chr19:1236472-1278050
ADAT1	NM_001324451.1	chr16:75630776-75657221:-	chr16:75653735-75658599
MIR3128	NR_036075.1	chr2:178120672-178120738:-	chr2:178114646-178144889
NFE2L2	NM_001145412.3	chr2:178095030-178128859:-	chr2:178114646-178144889
CCT8	NM_001282907.1	chr21:30428642-30446118:-	chr21:30443273-30453962
MAP3K7CL	NM_001286634.1	chr21:30449791-30548210:+	chr21:30443273-30453962
DAZAP1	NM_018959.3	chr19:1407567-1435686:+	chr19:1406031-1411932
LINC00346	NR_027701.1	chr13:111516333-111522655:-	chr13:111520725-111528215
SIRT1	NM_012238.4	chr10:69644426-69678147:+	chr10:69643304-69647066
EIF2AK1	NM_014413.3	chr7:6061877-6098860:-	chr7:6094142-6099735
ZNF107	NR_104149.1	chr7:64126460-64148208:+	chr7:64125268-64128525
AQP7P1	NR_002817.2	chr9:67270214-67289492:-	chr9:67284416-67307146
LOC102724580	NR_136300.1	chr9:67290450-67334405:+	chr9:67284416-67307146
MORC3	NM_001320445.1	chr21:37692486-37748944:+	chr21:37691247-37698946
MED15	NM_001293235.1	chr22:20861828-20941919:+	chr22:20861207-20888918
DCT	NM_001322186.1	chr13:95089557-95201667:-	chr13:95199851-95203178
RALGDS	NM_001042368.2	chr9:135973106-136024607:-	chr9:136022231-136026237
SDHAF1	NM_001042631.2	chr19:36486089-36487220:+	chr19:36485095-36487665
UBE2L3	NM_001256356.1	chr22:21921835-21978323:+	chr22:21920607-21925482
LINC00702	NR_108040.1	chr10:4249067-4286104:-	chr10:4281731-4290240
RHBDD1	NM_032276.3	chr2:227700670-227863926:+	chr2:227698470-227706132
TNS2	NM_198316.1	chr12:53440809-53458163:+	chr12:53436405-53449091
LOC283335	NR_033854.1	chr12:53436972-53448222:-	chr12:53436405-53449091
MIR6757	NR_106815.1	chr12:53450727-53450796:+	chr12:53436405-53449091
ELL3	NM_025165.2	chr15:44064797-44069502:-	chr15:44067009-44070632
ADIRF	NM_006829.2	chr10:88728187-88730666:+	chr10:88725710-88732742
AGAP11	NM_133447.1	chr10:88730497-88769960:+	chr10:88725710-88732742
ATP5A1	NM_001257335.1	chr18:43664109-43678319:-	chr18:43673894-43679580
LINC01024	NR_102739.1	chr5:139482506-139487597:-	chr5:139485887-139496666
PURA	NM_005859.4	chr5:139493707-139499001:+	chr5:139485887-139496666
F8	NM_000132.3	chrX:154064062-154250998:-	chrX:154252361-154260479
FUNDC2	NM_023934.3	chrX:154255063-154285191:+	chrX:154252361-154260479
FAM127B	NM_001078172.1	chrX:134184961-134186221:-	chrX:134184697-134187684
ARHGAP12	NM_018287.6	chr10:32094325-32217804:-	chr10:32214431-32238562
KRI1	NM_023008.3	chr19:10663760-10676702:-	chr19:10674316-10681467
CDKN2D	NM_001800.3	chr19:10677137-10679631:-	chr19:10674316-10681467
ZNF527	NM_032453.1	chr19:37862058-37883966:+	chr19:37860901-37862854
TMEM256-PLSCR3	NR_037719.1	chr17:7293045-7307450:-	chr17:7305777-7309693
TMEM256	NM_152766.3	chr17:7306292-7307450:-	chr17:7305777-7309693
NLGN2	NM_020795.3	chr17:7311501-7323183:+	chr17:7305777-7309693
ZFP1	NM_001318472.1	chr16:75182338-75206132:+	chr16:75181687-75183995
GATAD2A	NM_017660.3	chr19:19496641-19619741:+	chr19:19495119-19501221
PBDC1	NM_001300888.1	chrX:75392763-75398145:+	chrX:75390456-75394620
LOC642361	NR_029407.1	chr10:81585657-81587358:+	chr10:81583149-81589768
NUTM2B-AS1	NR_120613.1	chr10:81451255-81586350:-	chr10:81583149-81589768
NARS	NM_004539.3	chr18:55267890-55289177:-	chr18:55286437-55291487
CUL1	NM_003592.2	chr7:148395932-148498202:+	chr7:148393903-148401407
CEBPG	NM_001806.3	chr19:33864574-33873592:+	chr19:33862499-33869849
NR3C1	NM_001024094.1	chr5:142657495-142783254:-	chr5:142770003-142786563
IL6ST	NR_120480.1	chr5:55230922-55290821:-	chr5:55283320-55294664
FLJ31104	NR_102755.1	chr5:55290994-55299477:+	chr5:55283320-55294664
ANKFY1	NM_001257999.2	chr17:4067111-4167142:-	chr17:4165535-4169026
PRMT6	NM_018137.2	chr1:107599266-107601916:+	chr1:107598452-107602060
SMAP1	NM_021940.4	chr6:71377473-71571718:+	chr6:71376085-71379476
LOC101928100	NR_120430.1	chr12:10516367-10551105:+	chr12:10513167-10522871
NAT14	NM_020378.3	chr19:55996556-55998935:+	chr19:55995254-56000701
SSC5D	NM_001195267.1	chr19:55999869-56015691:+	chr19:55995254-56000701
MDH1	NM_001316374.1	chr2:63815742-63834331:+	chr2:63813480-63819371
WDPCP	NM_015910.5	chr2:63348517-63815867:-	chr2:63813480-63819371
LOC100506023	NR_037845.1	chr1:173204198-173446294:-	chr1:173442362-173449862
PRDX6	NM_004905.2	chr1:173446485-173457946:+	chr1:173442362-173449862
PDCD2L	NM_032346.1	chr19:34895302-34917073:+	chr19:34894474-34896799
SEPHS1	NM_012247.4	chr10:13359437-13390298:-	chr10:13387811-13392971
ELP3	NM_001284222.1	chr8:27947747-28048670:+	chr8:27947102-27953476
MRPS23	NM_016070.3	chr17:55916286-55927433:-	chr17:55925418-55930848
FLVCR1-AS1	NR_027285.1	chr1:213029945-213031480:-	chr1:213029979-213034624
FLVCR1	NM_014053.3	chr1:213031596-213072705:+	chr1:213029979-213034624
LOC101928902	NR_134307.1	chr8:145592595-145596538:-	chr8:145596023-145598918
ADCK5	NM_174922.4	chr8:145597703-145618457:+	chr8:145596023-145598918
ARHGAP5-AS1	NR_027263.1	chr14:32544624-32545905:-	chr14:32541513-32554239
ARHGAP5	NM_001173.2	chr14:32546494-32628934:+	chr14:32541513-32554239
CNP	NM_033133.4	chr17:40118758-40129754:+	chr17:40116947-40121527
STARD13-AS	NR_046693.1	chr13:33851690-33855471:+	chr13:33844456-33861801
STARD13	NM_178006.3	chr13:33677271-33859901:-	chr13:33844456-33861801
RANBP10	NM_001320240.1	chr16:67756968-67840555:-	chr16:67837510-67841742
TSNAXIP1	NM_001288994.1	chr16:67840780-67861971:+	chr16:67837510-67841742
FDXR	NM_001258016.3	chr17:72858618-72864876:-	chr17:72867338-72875201
BRCAT54	NR_109862.1	chr5:44744429-44808895:-	chr5:44806448-44811835
MRPS30	NM_016640.3	chr5:44809026-44815616:+	chr5:44806448-44811835
BANP	NM_001173541.1	chr16:87985037-88110924:+	chr16:87976311-87991938
USP54	NR_135249.1	chr10:75257295-75351108:-	chr10:75348033-75353331
RC3H2	NM_001100588.1	chr9:125611731-125667562:-	chr9:125662031-125668699
CYSTM1	NM_032412.3	chr5:139554652-139623374:+	chr5:139553035-139563495
NRBP1	NM_001321357.1	chr2:27650656-27665126:+	chr2:27648816-27656353
SECISBP2L	NM_001193489.1	chr15:49280834-49338760:-	chr15:49336200-49340203
LRCH1	NM_015116.2	chr13:47127295-47319036:+	chr13:47124067-47130005
LIMK1	NM_002314.3	chr7:73498106-73536855:+	chr7:73497088-73500096
MIR762	NR_031576.1	chr16:30905223-30905306:+	chr16:30903304-30908793
BCL7C	NM_001286526.1	chr16:30845361-30905623:-	chr16:30903304-30908793
CTF1	NM_001142544.1	chr16:30907927-30914881:+	chr16:30903304-30908793
